# NIFS-5 full DEBUG log (includes feed spam)  2026-08-17 08:45 -> 2026-08-17 15:45 IST
2026-08-17 09:02:50 | INFO     | nifs5.kotak_feed | [KotakFeed-NIFTY-VOLUME] Kotak live quote→5m bar worker started — token=58072 exchange=nse_fo is_index=False timeframe=5m poll=5s (no history API; TF from active_scripts row)
2026-08-17 09:02:50 | INFO     | nifs5.iifl_feed | [IIFLFeed-NIFTY-VOLUME] IIFL live quote→5m bar worker started — symbol=NIFTY timeframe=5minute poll=5s
2026-08-17 09:02:50 | INFO     | nifs5.base_script | [NIFTY] script worker started
2026-08-17 09:02:50 | INFO     | nifs5.script_registry | [ScriptRegistry] NIFTY added live — feed + worker thread running, zero restart
2026-08-17 09:02:50 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=910 (lot-sized; not session volume)
2026-08-17 09:02:50 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=910 (lot-sized; not session volume)
2026-08-17 09:02:50 | DEBUG    | nifs5.kotak_feed | [KotakFeed-NIFTY-VOLUME] new bar 2026-08-17 09:00:00 close=24450.00 vol=0 | latency=59.0ms
2026-08-17 09:02:50 | DEBUG    | nifs5.kotak_feed | [KotakFeed-NIFTY-PRICE] new bar 2026-08-17 09:00:00 close=24366.75 vol=0 | latency=65.2ms
2026-08-17 09:02:50 | DEBUG    | nifs5.iifl_feed | [IIFLFeed-NIFTY-PRICE] new bar 2026-08-17 09:00:00 close=24366.05 vol=0 | latency=102.1ms
2026-08-17 09:02:50 | DEBUG    | nifs5.iifl_feed | [IIFLFeed-NIFTY-VOLUME] new bar 2026-08-17 09:00:00 close=24450.00 vol=0 | latency=100.4ms
2026-08-17 09:02:55 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=910 (lot-sized; not session volume)
2026-08-17 09:02:55 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=910 (lot-sized; not session volume)
2026-08-17 09:03:00 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:00 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:05 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:05 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:10 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:10 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:15 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:15 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:20 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:20 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:25 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:25 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:30 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:30 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:35 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:35 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:40 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:40 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:03:45 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:03:45 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:03:50 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:03:50 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:03:56 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:03:56 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:04:01 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:01 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:06 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:06 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:11 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:11 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:16 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:16 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:21 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:21 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:26 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:26 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:31 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:31 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:36 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:36 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=975 (lot-sized; not session volume)
2026-08-17 09:04:41 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:04:41 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:04:46 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:04:46 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:04:51 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:04:51 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:04:56 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:04:56 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:01 | DEBUG    | nifs5.kotak_feed | [KotakFeed-NIFTY-PRICE] new bar 2026-08-17 09:05:00 close=24341.30 vol=0 | latency=65.2ms
2026-08-17 09:05:01 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:01 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:01 | DEBUG    | nifs5.kotak_feed | [KotakFeed-NIFTY-VOLUME] new bar 2026-08-17 09:05:00 close=24450.00 vol=0 | latency=66.9ms
2026-08-17 09:05:02 | DEBUG    | nifs5.base_script | [NIFTY] outside entry session (09:20–15:15 IST) — skip eval/audit
2026-08-17 09:05:02 | DEBUG    | nifs5.iifl_feed | [IIFLFeed-NIFTY-VOLUME] new bar 2026-08-17 09:05:00 close=24450.00 vol=0 | latency=110.2ms
2026-08-17 09:05:02 | DEBUG    | nifs5.iifl_feed | [IIFLFeed-NIFTY-PRICE] new bar 2026-08-17 09:05:00 close=24341.40 vol=0 | latency=74.3ms
2026-08-17 09:05:06 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:06 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:11 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:12 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:17 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:17 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:22 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:22 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:27 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:27 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:32 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:32 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:37 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:37 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:39 | INFO     | nifs5.dashboard | [Dashboard] row update applied for NIFTY: {'manual_lot_size': 65, 'use_multiplier': 1, 'execution_broker': 'KOTAK_ONLY', 'execution_mode': 'PAPER', 'adx_entry_ceiling': 16, 'rsi_call_harvest_max': 75, 'rsi_put_harvest_min': 30, 'rsi_long_entry_min': 55, 'rsi_short_entry_max': 57, 'entry_atr_period': 16, 'davb_atr_period': 20, 'kaufman_er_threshold': 0.4, 'volume_spike_mult': 2.0, 'spread_ceiling_pct': 1.5, 'base_lots': 1, 'pyramid_lots': 1, 'adx_pyramid_threshold': 22, 'fast_ema_value': 0.0, 'slow_ema_value': 0.0, 'stoploss_inr': 3000.0}
2026-08-17 09:05:42 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:42 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:47 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:47 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:52 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:52 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:57 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:05:57 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:06:02 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:06:02 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:06:07 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:06:07 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1040 (lot-sized; not session volume)
2026-08-17 09:06:12 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1235 (lot-sized; not session volume)
2026-08-17 09:06:12 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1235 (lot-sized; not session volume)
2026-08-17 09:06:13 | INFO     | nifs5.kotak_feed | [KotakFeed-NIFTY-PRICE] Kotak feed worker stop requested
2026-08-17 09:06:13 | INFO     | nifs5.base_script | [NIFTY] script worker stopped
2026-08-17 09:06:13 | INFO     | nifs5.self_heal | [SelfHeal:ScriptWorker-NIFTY] target returned cleanly
2026-08-17 09:06:13 | INFO     | nifs5.kotak_feed | [KotakFeed-NIFTY-PRICE] Kotak feed worker stopped
2026-08-17 09:06:13 | INFO     | nifs5.iifl_feed | [IIFLFeed-NIFTY-PRICE] IIFL feed worker stopped
2026-08-17 09:06:13 | INFO     | nifs5.iifl_feed | [IIFLFeed-NIFTY-PRICE] IIFL feed worker stop requested
2026-08-17 09:06:13 | INFO     | nifs5.kotak_feed | [KotakFeed-NIFTY-VOLUME] Kotak feed worker stop requested
2026-08-17 09:06:13 | INFO     | nifs5.iifl_feed | [IIFLFeed-NIFTY-VOLUME] IIFL feed worker stop requested
2026-08-17 09:06:13 | INFO     | nifs5.feed_manager | [FeedManager] feed context for NIFTY stopped and removed
2026-08-17 09:06:13 | INFO     | nifs5.kotak_feed | [KotakFeed-NIFTY-VOLUME] Kotak feed worker stopped
2026-08-17 09:06:13 | INFO     | nifs5.iifl_feed | [IIFLFeed-NIFTY-VOLUME] IIFL feed worker stopped
2026-08-17 09:06:13 | INFO     | nifs5.script_registry | [ScriptRegistry] NIFTY removed — worker thread terminated, feed torn down
2026-08-17 09:08:53 | INFO     | nifs5.feed_manager | [FeedManager] NIFTY dual-anchor: price=SPOT(token=Nifty 50) volume=FUT(token=58072, expiry=2026-08-25)
2026-08-17 09:08:54 | INFO     | nifs5.iifl_client | [IIFLClient] historicaldata ok — 773 bars (lookback=14d, interval=5 minutes, symbol=NIFTY)
2026-08-17 09:08:54 | INFO     | nifs5.candle_history_store | [CandleHistory] saved 400 bars for NIFTY (5m) → NIFTY_5m.json
2026-08-17 09:08:54 | INFO     | nifs5.candle_warmup | [CandleWarmup] NIFTY cross-check ok ({'compared': 20, 'mismatches': 0, 'ok': True, 'note': 'ok'})
2026-08-17 09:08:54 | INFO     | nifs5.feed_manager | [FeedManager] NIFTY warmup ok source=iifl+local bars=400 active=kotak (sticky)
2026-08-17 09:08:54 | INFO     | nifs5.iifl_client | [IIFLClient] historicaldata ok — 779 bars (lookback=14d, interval=5 minutes, symbol=NIFTY[NSEFO:58072])
2026-08-17 09:08:54 | INFO     | nifs5.candle_history_store | [CandleHistory] saved 400 bars for NIFTY (5m) → NIFTY_VOL_5m.json
2026-08-17 09:08:54 | INFO     | nifs5.candle_warmup | [CandleWarmup] NIFTY volume cross-check ok ({'compared': 20, 'mismatches': 0, 'ok': True, 'note': 'ok'})
2026-08-17 09:08:54 | WARNING  | nifs5.candle_buffer | ACTIVE DATA SOURCE SWITCHED: kotak -> iifl
2026-08-17 09:08:54 | INFO     | nifs5.feed_manager | [FeedManager] NIFTY volume catchup ok source=iifl+local bars=400 active=iifl
2026-08-17 09:08:54 | INFO     | nifs5.kotak_feed | [KotakFeed-NIFTY-PRICE] Kotak live quote→5m bar worker started — token=Nifty 50 exchange=nse_cm is_index=True timeframe=5m poll=5s (no history API; TF from active_scripts row)
2026-08-17 09:08:54 | INFO     | nifs5.iifl_feed | [IIFLFeed-NIFTY-PRICE] IIFL live quote→5m bar worker started — symbol=NIFTY timeframe=5minute poll=5s
2026-08-17 09:08:54 | INFO     | nifs5.kotak_feed | [KotakFeed-NIFTY-VOLUME] Kotak live quote→5m bar worker started — token=58072 exchange=nse_fo is_index=False timeframe=5m poll=5s (no history API; TF from active_scripts row)
2026-08-17 09:08:54 | INFO     | nifs5.iifl_feed | [IIFLFeed-NIFTY-VOLUME] IIFL live quote→5m bar worker started — symbol=NIFTY timeframe=5minute poll=5s
2026-08-17 09:08:54 | INFO     | nifs5.base_script | [NIFTY] script worker started
2026-08-17 09:08:54 | INFO     | nifs5.script_registry | [ScriptRegistry] NIFTY added live — feed + worker thread running, zero restart
2026-08-17 09:08:54 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:08:54 | DEBUG    | nifs5.kotak_feed | [KotakFeed-NIFTY-PRICE] new bar 2026-08-17 09:05:00 close=24343.45 vol=0 | latency=68.3ms
2026-08-17 09:08:54 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:08:54 | DEBUG    | nifs5.kotak_feed | [KotakFeed-NIFTY-VOLUME] new bar 2026-08-17 09:05:00 close=24400.00 vol=0 | latency=73.3ms
2026-08-17 09:08:54 | DEBUG    | nifs5.iifl_feed | [IIFLFeed-NIFTY-VOLUME] new bar 2026-08-17 09:05:00 close=24400.00 vol=0 | latency=113.7ms
2026-08-17 09:08:54 | DEBUG    | nifs5.iifl_feed | [IIFLFeed-NIFTY-PRICE] new bar 2026-08-17 09:05:00 close=24343.45 vol=0 | latency=118.0ms
2026-08-17 09:08:59 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:08:59 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:04 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:04 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:09 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:09 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:14 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:14 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:19 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:20 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:25 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:25 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:30 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:30 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:35 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:35 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:40 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:40 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:45 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:45 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:50 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
2026-08-17 09:09:50 | DEBUG    | nifs5.kotak_client | [KotakClient] discarding FO volume=1690 (lot-sized; not session volume)
